name,age,country,year,Date_Given,sports,gold_medal,silver_medal,brone_medal,total_medal
IrinaLashko,22.0,Canada,2004,2004-08-29,Diving,0,0,1,1
LiTing,22.0,Canada,2004,2004-08-29,Diving,0,0,1,1
PengBo,21.0,China,2004,2004-08-29,Diving,1,0,0,1
DmitrySautin,30.0,Russia,2004,2004-08-29,Diving,0,1,0,1
TobiasSchellenberg,15.0,Russia,2004,2004-08-29,Diving,0,1,0,1
NikolaosSiranidis,31.0,Australia,2004,2004-08-29,Diving,0,0,1,1
LeonTaylor,17.0,China,2004,2004-08-29,Diving,1,0,0,1
LoudyTourkyWiggins,23.0,China,2004,2004-08-29,Diving,1,0,0,1
PeterWaterfield,30.0,Russia,2004,2004-08-29,Diving,0,0,1,1
AndreasWels,25.0,Germany,2004,2004-08-29,Diving,0,1,0,1
YangJinghui,28.0,Greece,2004,2004-08-29,Diving,1,0,0,1
AleksandrDobroskok,26.0,Great Britain,2004,2004-08-29,Diving,0,1,0,1
RebeccaGilmore,25.0,Australia,2004,2004-08-29,Diving,0,0,1,1
JanHempel,23.0,Great Britain,2004,2004-08-29,Diving,0,1,0,1
EmilieHeymans,29.0,Germany,2004,2004-08-29,Diving,0,1,0,1
VeraIlyina,21.0,China,2004,2004-08-29,Diving,1,0,0,1
DrteLindner,18.0,Russia,2000,2000-10-01,Diving,0,1,0,1
IgorLukashin,21.0,Australia,2000,2000-10-01,Diving,0,0,1,1
HeikoMeyer,29.0,Germany,2000,2000-10-01,Diving,0,0,1,1
RobertNewbery,18.0,Canada,2000,2000-10-01,Diving,0,1,0,1
YuliyaPakhalina,26.0,Russia,2000,2000-10-01,Diving,1,0,0,1
FernandoPlatas,26.0,Germany,2000,2000-10-01,Diving,0,0,1,1
DeanPullar,21.0,Russia,2000,2000-10-01,Diving,1,0,0,1
SangXue,23.0,Germany,2000,2000-10-01,Diving,0,0,1,1
HannaSorokina,21.0,Australia,2000,2000-10-01,Diving,0,0,1,1
LoudyTourkyWiggins,23.0,Russia,2000,2000-10-01,Diving,1,0,0,1
LauraWilkinson,27.0,Mexico,2000,2000-10-01,Diving,0,1,0,1
XiaoHailiang,27.0,Australia,2000,2000-10-01,Diving,0,0,1,1
OlenaZhupina,16.0,China,2000,2000-10-01,Diving,1,0,0,1
LizzieArmitstead,24.0,Ukraine,2000,2000-10-01,Diving,0,0,1,1
KristinArmstrong,21.0,Australia,2000,2000-10-01,Diving,0,0,1,1
JudithArndt,22.0,United States,2000,2000-10-01,Diving,1,0,0,1
DotsieBausch,23.0,China,2000,2000-10-01,Diving,1,0,0,1
SamBewley,27.0,Ukraine,2000,2000-10-01,Diving,0,0,1,1
JackBobridge,23.0,Great Britain,2012,2012-08-12,Cycling,0,1,0,1
JulieBresset,38.0,United States,2012,2012-08-12,Cycling,1,0,0,1
StevenBurke,36.0,Germany,2012,2012-08-12,Cycling,0,1,0,1
GillianCarleton,39.0,United States,2012,2012-08-12,Cycling,0,1,0,1
BryanCoquard,25.0,New Zealand,2012,2012-08-12,Cycling,0,0,1,1
MichalDAlmeida,23.0,Australia,2012,2012-08-12,Cycling,0,1,0,1
RohanDennis,23.0,France,2012,2012-08-12,Cycling,1,0,0,1
AnnetteEdmondson,24.0,Great Britain,2012,2012-08-12,Cycling,1,0,0,1
RenEnders,22.0,Canada,2012,2012-08-12,Cycling,0,0,1,1
MarcoAurelioFontana,20.0,France,2012,2012-08-12,Cycling,0,1,0,1
RobertFrstemann,24.0,France,2012,2012-08-12,Cycling,0,1,0,1
ChrisFroome,22.0,Australia,2012,2012-08-12,Cycling,0,1,0,1
AaronGate,20.0,Australia,2012,2012-08-12,Cycling,0,0,1,1
JasminGlaesser,25.0,Germany,2012,2012-08-12,Cycling,0,0,1,1
GongJinjie,27.0,Italy,2012,2012-08-12,Cycling,0,0,1,1
WestleyGough,26.0,Germany,2012,2012-08-12,Cycling,0,0,1,1
GeorgiaGould,27.0,Great Britain,2012,2012-08-12,Cycling,0,0,1,1
LasseNormanHansen,21.0,New Zealand,2012,2012-08-12,Cycling,0,0,1,1
MichaelHepburn,20.0,Canada,2012,2012-08-12,Cycling,0,0,1,1
PhilipHindes,25.0,China,2012,2012-08-12,Cycling,0,1,0,1
PeterKennaugh,24.0,New Zealand,2012,2012-08-12,Cycling,0,0,1,1
DaniKing,32.0,United States,2012,2012-08-12,Cycling,0,0,1,1
AlexanderKristoff,20.0,Denmark,2012,2012-08-12,Cycling,1,0,0,1
JaroslavKulhav,20.0,Australia,2012,2012-08-12,Cycling,0,1,0,1
LeeWaiSze,19.0,Great Britain,2012,2012-08-12,Cycling,1,0,0,1
TonyMartin,23.0,Great Britain,2012,2012-08-12,Cycling,1,0,0,1
KaarleMcCulloch,21.0,Great Britain,2012,2012-08-12,Cycling,1,0,0,1
TeunMulder,25.0,Norway,2012,2012-08-12,Cycling,0,0,1,1
GlennOShea,27.0,Czech Republic,2012,2012-08-12,Cycling,1,0,0,1
CarlosOquendo,25.0,Hong Kong,2012,2012-08-12,Cycling,0,0,1,1
MarianaPajn,27.0,Germany,2012,2012-08-12,Cycling,0,1,0,1
ShanePerkins,24.0,Australia,2012,2012-08-12,Cycling,0,0,1,1
JennieReed,31.0,Netherlands,2012,2012-08-12,Cycling,0,0,1,1
JoannaRowsell,23.0,Australia,2012,2012-08-12,Cycling,0,1,0,1
MarcRyan,24.0,Colombia,2012,2012-08-12,Cycling,0,0,1,1
NinoSchurter,20.0,Colombia,2012,2012-08-12,Cycling,1,0,0,1
JesseSergent,25.0,Australia,2012,2012-08-12,Cycling,0,0,1,1
KvinSireau,34.0,United States,2012,2012-08-12,Cycling,0,1,0,1
LauraSmulders,23.0,Great Britain,2012,2012-08-12,Cycling,1,0,0,1
SabineSpitz,29.0,New Zealand,2012,2012-08-12,Cycling,0,0,1,1
Maristrombergs,26.0,Switzerland,2012,2012-08-12,Cycling,0,1,0,1
LaurenTamayo,24.0,New Zealand,2012,2012-08-12,Cycling,0,0,1,1
GeraintThomas,25.0,France,2012,2012-08-12,Cycling,0,1,0,1
RigobertoUrn,18.0,Netherlands,2012,2012-08-12,Cycling,0,0,1,1
SimonvanVelthooven,40.0,Germany,2012,2012-08-12,Cycling,0,1,0,1
AleksandrVinokurov,25.0,Latvia,2012,2012-08-12,Cycling,1,0,0,1
KristinaVogel,28.0,United States,2012,2012-08-12,Cycling,0,1,0,1
MarianneVos,26.0,Great Britain,2012,2012-08-12,Cycling,1,0,0,1
SarahWalker,25.0,Colombia,2012,2012-08-12,Cycling,0,1,0,1
MiriamWelte,23.0,New Zealand,2012,2012-08-12,Cycling,0,0,1,1
TaraWhitten,38.0,Kazakhstan,2012,2012-08-12,Cycling,1,0,0,1
BradleyWiggins,21.0,Germany,2012,2012-08-12,Cycling,1,0,0,1
SamWilloughby,25.0,Netherlands,2012,2012-08-12,Cycling,1,0,0,1
JulienAbsalon,24.0,New Zealand,2012,2012-08-12,Cycling,0,1,0,1
KristinArmstrong,25.0,Germany,2012,2012-08-12,Cycling,1,0,0,1
GrgoryBaug,32.0,Canada,2012,2012-08-12,Cycling,0,0,1,1
SamBewley,32.0,Great Britain,2012,2012-08-12,Cycling,1,0,0,1
StevenBurke,20.0,Australia,2012,2012-08-12,Cycling,0,1,0,1
AnneCarolineChausson,28.0,France,2008,2008-08-24,Cycling,1,0,0,1
MichaelFrkChristensen,35.0,United States,2008,2008-08-24,Cycling,1,0,0,1
EdClancy,23.0,France,2008,2008-08-24,Cycling,0,1,0,1
NicoleCooke,21.0,New Zealand,2008,2008-08-24,Cycling,0,0,1,1
JuanEstebanCuruchet,20.0,Great Britain,2008,2008-08-24,Cycling,0,0,1,1
MikeDay,30.0,France,2008,2008-08-24,Cycling,1,0,0,1
RossEdgar,22.0,Denmark,2008,2008-08-24,Cycling,0,1,0,1
RenEnders,23.0,Great Britain,2008,2008-08-24,Cycling,1,0,0,1
YoankaGonzlez,25.0,Great Britain,2008,2008-08-24,Cycling,1,0,0,1
WestleyGough,43.0,Argentina,2008,2008-08-24,Cycling,1,0,0,1
TaniaGuderzo,23.0,United States,2008,2008-08-24,Cycling,0,1,0,1
GuoShuang,25.0,Great Britain,2008,2008-08-24,Cycling,0,1,0,1
WendyHouvenaghel,21.0,Germany,2008,2008-08-24,Cycling,0,0,1,1
MikhailIgnatyev,32.0,Cuba,2008,2008-08-24,Cycling,0,1,0,1
EmmaJohansson,20.0,New Zealand,2008,2008-08-24,Cycling,0,0,1,1
CasperJrgensen,23.0,Italy,2008,2008-08-24,Cycling,0,0,1,1
IrinaKalentyeva,22.0,China,2008,2008-08-24,Cycling,0,0,1,1
LesiaKalytovska,33.0,Great Britain,2008,2008-08-24,Cycling,0,1,0,1
JillKintner,23.0,Russia,2008,2008-08-24,Cycling,0,0,1,1
RogerKluge,24.0,Sweden,2008,2008-08-24,Cycling,0,1,0,1
AleksandrKolobnev,22.0,Denmark,2008,2008-08-24,Cycling,0,1,0,1
GustavLarsson,30.0,Russia,2008,2008-08-24,Cycling,0,0,1,1
LatitiaLeCorguill,20.0,Ukraine,2008,2008-08-24,Cycling,0,0,1,1
LeviLeipheimer,26.0,United States,2008,2008-08-24,Cycling,0,0,1,1
MaximilianLevy,22.0,Germany,2008,2008-08-24,Cycling,0,1,0,1
JensErikMadsen,27.0,Russia,2008,2008-08-24,Cycling,0,0,1,1
PaulManning,27.0,Sweden,2008,2008-08-24,Cycling,0,1,0,1
AlekseyMarkov,22.0,France,2008,2008-08-24,Cycling,0,1,0,1
AnnaMeares,34.0,United States,2008,2008-08-24,Cycling,0,0,1,1
MichaelMrkv,21.0,Germany,2008,2008-08-24,Cycling,0,0,1,1
KiyofumiNagai,27.0,Denmark,2008,2008-08-24,Cycling,0,1,0,1
ChrisNewton,33.0,Great Britain,2008,2008-08-24,Cycling,1,0,0,1
StefanNimke,29.0,Russia,2008,2008-08-24,Cycling,0,0,1,1
LeireOlaberria,24.0,Australia,2008,2008-08-24,Cycling,0,1,0,1
VickiPendleton,23.0,Denmark,2008,2008-08-24,Cycling,0,1,0,1
JeanChristophePraud,25.0,Japan,2008,2008-08-24,Cycling,0,0,1,1
WalterPrez,34.0,Great Britain,2008,2008-08-24,Cycling,0,0,1,1
EmmaPooley,30.0,Germany,2008,2008-08-24,Cycling,0,0,1,1
AlexRasmussen,31.0,Spain,2008,2008-08-24,Cycling,0,0,1,1
DonnyRobinson,27.0,Great Britain,2008,2008-08-24,Cycling,1,0,0,1
RebeccaRomero,31.0,France,2008,2008-08-24,Cycling,0,1,0,1
MarcRyan,35.0,Argentina,2008,2008-08-24,Cycling,1,0,0,1
SamuelSnchez,25.0,Great Britain,2008,2008-08-24,Cycling,0,1,0,1
NinoSchurter,24.0,Denmark,2008,2008-08-24,Cycling,0,1,0,1
JesseSergent,25.0,United States,2008,2008-08-24,Cycling,0,0,1,1
KvinSireau,28.0,Great Britain,2008,2008-08-24,Cycling,1,0,0,1
SabineSpitz,25.0,New Zealand,2008,2008-08-24,Cycling,0,0,1,1
JamieStaff,30.0,Spain,2008,2008-08-24,Cycling,1,0,0,1
Maristrombergs,22.0,Switzerland,2008,2008-08-24,Cycling,0,0,1,1
ToniTauler,20.0,New Zealand,2008,2008-08-24,Cycling,0,0,1,1
GeraintThomas,21.0,France,2008,2008-08-24,Cycling,0,1,0,1
KarinThrig,36.0,Germany,2008,2008-08-24,Cycling,1,0,0,1
ArnaudTournant,35.0,Great Britain,2008,2008-08-24,Cycling,1,0,0,1
MarianneVos,21.0,Latvia,2008,2008-08-24,Cycling,1,0,0,1
MajaWloszczowska,34.0,Spain,2008,2008-08-24,Cycling,0,1,0,1
TamilaAbasova,22.0,Great Britain,2008,2008-08-24,Cycling,1,0,0,1
JulienAbsalon,36.0,Switzerland,2008,2008-08-24,Cycling,0,0,1,1
JudithArndt,30.0,France,2008,2008-08-24,Cycling,0,1,0,1
PaoloBettini,21.0,Netherlands,2008,2008-08-24,Cycling,1,0,0,1
TheoBos,24.0,Poland,2008,2008-08-24,Cycling,0,1,0,1
MickalBourgain,21.0,Russia,2004,2004-08-29,Cycling,0,1,0,1
BartBrentjens,24.0,France,2004,2004-08-29,Cycling,1,0,0,1
MaraLuisaCalle,28.0,Germany,2004,2004-08-29,Cycling,0,1,0,1
SaraCarrigan,30.0,Italy,2004,2004-08-29,Cycling,1,0,0,1
CarlosCastao,21.0,Netherlands,2004,2004-08-29,Cycling,0,1,0,1
SteveCummings,24.0,France,2004,2004-08-29,Cycling,0,0,1,1
GunnRitaDahleFlesj,35.0,Netherlands,2004,2004-08-29,Cycling,0,0,1,1
PeterDawson,35.0,Colombia,2004,2004-08-29,Cycling,0,0,1,1
DedeDemetBarry,23.0,Australia,2004,2004-08-29,Cycling,1,0,0,1
JosAntonioEscuredo,25.0,Spain,2004,2004-08-29,Cycling,0,0,1,1
JensFiedler,23.0,Great Britain,2004,2004-08-29,Cycling,0,1,0,1
GuidoFulst,31.0,Norway,2004,2004-08-29,Cycling,1,0,0,1
ToshiakiFushimi,22.0,Australia,2004,2004-08-29,Cycling,1,0,0,1
LaurentGan,31.0,United States,2004,2004-08-29,Cycling,0,1,0,1
BelemGuerrero,34.0,Spain,2004,2004-08-29,Cycling,0,1,0,1
TylerHamilton,34.0,Germany,2004,2004-08-29,Cycling,1,0,0,1
JosAntonioHermida,34.0,Germany,2004,2004-08-29,Cycling,0,0,1,1
ChrisHoy,28.0,Japan,2004,2004-08-29,Cycling,0,1,0,1
MikhailIgnatyev,31.0,France,2004,2004-08-29,Cycling,0,0,1,1
MasakiInoue,30.0,Mexico,2004,2004-08-29,Cycling,0,1,0,1
JiangYonghua,33.0,United States,2004,2004-08-29,Cycling,1,0,0,1
BobbyJulich,26.0,Spain,2004,2004-08-29,Cycling,0,1,0,1
ShaneKelly,28.0,Great Britain,2004,2004-08-29,Cycling,1,0,0,1
BrettLancaster,19.0,Russia,2004,2004-08-29,Cycling,1,0,0,1
JoanLlaneras,25.0,Japan,2004,2004-08-29,Cycling,0,1,0,1
KatieMactier,30.0,China,2004,2004-08-29,Cycling,0,1,0,1
AsierMaeztu,32.0,United States,2004,2004-08-29,Cycling,0,0,1,1
PaulManning,32.0,Australia,2004,2004-08-29,Cycling,0,0,1,1
FrancoMarvulli,24.0,Australia,2004,2004-08-29,Cycling,1,0,0,1
AxelMerckx,35.0,Spain,2004,2004-08-29,Cycling,0,1,0,1
LoriAnnMuenzer,29.0,Australia,2004,2004-08-29,Cycling,0,1,0,1
TomohiroNagatsuka,26.0,Spain,2004,2004-08-29,Cycling,0,0,1,1
ChrisNewton,29.0,Great Britain,2004,2004-08-29,Cycling,0,1,0,1
StuartOGrady,25.0,Switzerland,2004,2004-08-29,Cycling,0,1,0,1
SrgioPaulinho,32.0,Belgium,2004,2004-08-29,Cycling,0,0,1,1
MarieHlnePrmont,38.0,Canada,2004,2004-08-29,Cycling,1,0,0,1
BrunoRisi,25.0,Japan,2004,2004-08-29,Cycling,0,1,0,1
LukeRoberts,30.0,Great Britain,2004,2004-08-29,Cycling,0,1,0,1
SabineSpitz,31.0,Australia,2004,2004-08-29,Cycling,1,0,0,1
BryanSteel,24.0,Portugal,2004,2004-08-29,Cycling,0,1,0,1
KarinThrig,26.0,Canada,2004,2004-08-29,Cycling,0,1,0,1
CarlosTorrent,35.0,Switzerland,2004,2004-08-29,Cycling,0,1,0,1
NataliyaTsilinskaya,27.0,Australia,2004,2004-08-29,Cycling,1,0,0,1
SarahUlmer,32.0,Germany,2004,2004-08-29,Cycling,0,0,1,1
StephenWooldridge,35.0,Great Britain,2004,2004-08-29,Cycling,0,1,0,1
VyacheslavYekimov,32.0,Switzerland,2004,2004-08-29,Cycling,0,0,1,1
BrettAitken,29.0,Spain,2004,2004-08-29,Cycling,0,0,1,1
LanceArmstrong,28.0,Belarus,2004,2004-08-29,Cycling,0,0,1,1
DanielBecke,28.0,New Zealand,2004,2004-08-29,Cycling,1,0,0,1
AntonellaBellutti,26.0,Australia,2004,2004-08-29,Cycling,1,0,0,1
BarbaraBlatter,38.0,Russia,2004,2004-08-29,Cycling,0,1,0,1
SerhiyCherniavskiy,29.0,Australia,2000,2000-10-01,Cycling,1,0,0,1
JonnyClay,29.0,United States,2000,2000-10-01,Cycling,0,0,1,1
MarionClignet,22.0,Germany,2000,2000-10-01,Cycling,1,0,0,1
tienneDeWilde,31.0,Italy,2000,2000-10-01,Cycling,1,0,0,1
SeanEadie,29.0,Switzerland,2000,2000-10-01,Cycling,0,1,0,1
OleksandrFedenko,24.0,Ukraine,2000,2000-10-01,Cycling,0,1,0,1
MichelleFerris,37.0,Great Britain,2000,2000-10-01,Cycling,0,0,1,1
MargaFullana,36.0,France,2000,2000-10-01,Cycling,0,1,0,1
GuidoFulst,42.0,Belgium,2000,2000-10-01,Cycling,0,1,0,1
LaurentGan,31.0,Australia,2000,2000-10-01,Cycling,0,0,1,1
MatthewGilmore,29.0,Ukraine,2000,2000-10-01,Cycling,0,1,0,1
OksanaGrishina,23.0,Australia,2000,2000-10-01,Cycling,0,1,0,1
DarrynHill,28.0,Spain,2000,2000-10-01,Cycling,0,0,1,1
MariHolden,30.0,Germany,2000,2000-10-01,Cycling,1,0,0,1
ChrisHoy,27.0,France,2000,2000-10-01,Cycling,1,0,0,1
JiangCuihua,28.0,Belgium,2000,2000-10-01,Cycling,0,1,0,1
ShaneKelly,31.0,Russia,2000,2000-10-01,Cycling,0,1,0,1
AndreasKlden,26.0,Australia,2000,2000-10-01,Cycling,0,0,1,1
HankaKupfernagel,29.0,United States,2000,2000-10-01,Cycling,0,1,0,1
JoanLlaneras,24.0,Great Britain,2000,2000-10-01,Cycling,0,1,0,1
JeannieLongoCiprelli,25.0,China,2000,2000-10-01,Cycling,0,0,1,1
CraigMacLean,28.0,Australia,2000,2000-10-01,Cycling,0,0,1,1
PaulManning,25.0,Germany,2000,2000-10-01,Cycling,0,0,1,1
AlekseyMarkov,26.0,Germany,2000,2000-10-01,Cycling,0,1,0,1
SilvioMartinello,31.0,Spain,2000,2000-10-01,Cycling,1,0,0,1
MiguelMartinez,41.0,France,2000,2000-10-01,Cycling,0,0,1,1
SerhiyMatvieiev,29.0,Great Britain,2000,2000-10-01,Cycling,0,1,0,1
BradMcGee,25.0,Great Britain,2000,2000-10-01,Cycling,0,0,1,1
YvonneMcGregor,21.0,Russia,2000,2000-10-01,Cycling,0,0,1,1
ScottMcGrory,37.0,Italy,2000,2000-10-01,Cycling,0,0,1,1
FilipMeirhaeghe,24.0,France,2000,2000-10-01,Cycling,1,0,0,1
ChrisNewton,25.0,Ukraine,2000,2000-10-01,Cycling,0,1,0,1
StefanNimke,24.0,Australia,2000,2000-10-01,Cycling,0,0,1,1
MartyNothstein,39.0,Great Britain,2000,2000-10-01,Cycling,0,0,1,1
PaolaPezzo,30.0,Australia,2000,2000-10-01,Cycling,1,0,0,1
OlafPollack,29.0,Belgium,2000,2000-10-01,Cycling,0,1,0,1
ChristophSauser,26.0,Great Britain,2000,2000-10-01,Cycling,0,0,1,1
OlgaSlyusareva,22.0,Germany,2000,2000-10-01,Cycling,0,1,0,1
BryanSteel,29.0,United States,2000,2000-10-01,Cycling,1,0,0,1
OleksandrSymonenko,31.0,Italy,2000,2000-10-01,Cycling,1,0,0,1
ArnaudTournant,26.0,Germany,2000,2000-10-01,Cycling,1,0,0,1
MarcoVilla,24.0,Switzerland,2000,2000-10-01,Cycling,0,0,1,1
AleksandrVinokurov,31.0,Russia,2000,2000-10-01,Cycling,0,0,1,1
BradleyWiggins,31.0,Great Britain,2000,2000-10-01,Cycling,0,0,1,1
MiltonWynants,26.0,Ukraine,2000,2000-10-01,Cycling,0,1,0,1
IrynaYanovych,22.0,France,2000,2000-10-01,Cycling,1,0,0,1
VyacheslavYekimov,31.0,Italy,2000,2000-10-01,Cycling,0,0,1,1
Dianailiute,27.0,Kazakhstan,2000,2000-10-01,Cycling,0,1,0,1
CoriBartel,20.0,Great Britain,2000,2000-10-01,Cycling,0,0,1,1
CherylBernard,28.0,Uruguay,2000,2000-10-01,Cycling,0,1,0,1
CarolynDarbyshireMcRory,24.0,Ukraine,2000,2000-10-01,Cycling,0,0,1,1
MarkusEggler,34.0,Russia,2000,2000-10-01,Cycling,1,0,0,1
AdamEnright,24.0,Lithuania,2000,2000-10-01,Cycling,0,0,1,1
JanHauser,38.0,Canada,2010,2010-02-28,Curling,0,1,0,1
BenHebert,43.0,Canada,2010,2010-02-28,Curling,0,1,0,1
MarcKennedy,46.0,Canada,2010,2010-02-28,Curling,0,1,0,1
CathrineLindahl,41.0,Switzerland,2010,2010-02-28,Curling,0,0,1,1
LiuYin,26.0,Canada,2010,2010-02-28,Curling,1,0,0,1
EvaLund,25.0,Switzerland,2010,2010-02-28,Curling,0,0,1,1
KevinMartin,26.0,Canada,2010,2010-02-28,Curling,1,0,0,1
KristieMoore,28.0,Canada,2010,2010-02-28,Curling,1,0,0,1
JohnMorris,39.0,Sweden,2010,2010-02-28,Curling,1,0,0,1
TorgerNergrd,28.0,China,2010,2010-02-28,Curling,0,0,1,1
AnetteNorberg,38.0,Sweden,2010,2010-02-28,Curling,1,0,0,1
SusanOConnor,43.0,Canada,2010,2010-02-28,Curling,1,0,0,1
HvardVadPetersson,30.0,Canada,2010,2010-02-28,Curling,0,1,0,1
RalphStckli,31.0,Canada,2010,2010-02-28,Curling,1,0,0,1
SimonStrbin,35.0,Norway,2010,2010-02-28,Curling,0,1,0,1
ChristofferSvae,43.0,Sweden,2010,2010-02-28,Curling,1,0,0,1
AnnaSvrdLeMoine,32.0,Canada,2010,2010-02-28,Curling,0,1,0,1
ThomasUlsrud,26.0,Norway,2010,2010-02-28,Curling,0,1,0,1
WangBingyu,33.0,Switzerland,2010,2010-02-28,Curling,0,0,1,1
YueQingshuang,30.0,Switzerland,2010,2010-02-28,Curling,0,0,1,1
ZhouYan,27.0,Norway,2010,2010-02-28,Curling,0,1,0,1
MikeAdam,36.0,Sweden,2010,2010-02-28,Curling,1,0,0,1
GlenysBakker,38.0,Norway,2010,2010-02-28,Curling,0,1,0,1
BiniaBeeli,25.0,China,2010,2010-02-28,Curling,0,0,1,1
PeteFenson,24.0,China,2010,2010-02-28,Curling,0,0,1,1
BradGushue,27.0,China,2010,2010-02-28,Curling,0,0,1,1
RussHoward,24.0,Canada,2006,2006-02-26,Curling,1,0,0,1
SandraJenkins,43.0,Canada,2006,2006-02-26,Curling,0,0,1,1
ChristineKeshen,27.0,Switzerland,2006,2006-02-26,Curling,0,1,0,1
KalleKiiskinen,37.0,United States,2006,2006-02-26,Curling,0,0,1,1
ShannonKleibrink,25.0,Canada,2006,2006-02-26,Curling,1,0,0,1
JamieKorab,49.0,Canada,2006,2006-02-26,Curling,1,0,0,1
CathrineLindahl,44.0,Canada,2006,2006-02-26,Curling,0,0,1,1
EvaLund,28.0,Canada,2006,2006-02-26,Curling,0,0,1,1
WilleMkel,30.0,Finland,2006,2006-02-26,Curling,0,1,0,1
MichleMoser,37.0,Canada,2006,2006-02-26,Curling,0,0,1,1
MarkNichols,26.0,Canada,2006,2006-02-26,Curling,1,0,0,1
AmyNixon,35.0,Sweden,2006,2006-02-26,Curling,1,0,0,1
AnetteNorberg,34.0,Sweden,2006,2006-02-26,Curling,1,0,0,1
MirjamOtt,31.0,Finland,2006,2006-02-26,Curling,0,1,0,1
JoePolo,26.0,Switzerland,2006,2006-02-26,Curling,0,1,0,1
ShawnRojeski,26.0,Canada,2006,2006-02-26,Curling,1,0,0,1
TeemuSalo,28.0,Canada,2006,2006-02-26,Curling,0,0,1,1
JohnShuster,39.0,Sweden,2006,2006-02-26,Curling,1,0,0,1
ValeriaSplty,34.0,Switzerland,2006,2006-02-26,Curling,0,1,0,1
AnnaSvrdLeMoine,23.0,United States,2006,2006-02-26,Curling,0,0,1,1
MarkkuUusipaavalniemi,34.0,United States,2006,2006-02-26,Curling,0,0,1,1
DonBartlett,32.0,Finland,2006,2006-02-26,Curling,0,1,0,1
LaurenceBidaud,23.0,United States,2006,2006-02-26,Curling,0,0,1,1
FlemmingDavanger,22.0,Switzerland,2006,2006-02-26,Curling,0,1,0,1
LuziaEbnther,32.0,Sweden,2006,2006-02-26,Curling,1,0,0,1
MarkusEggler,39.0,Finland,2006,2006-02-26,Curling,0,1,0,1
TanyaFrei,41.0,Canada,2002,2002-02-24,Curling,0,1,0,1
DamianGrichting,33.0,Switzerland,2002,2002-02-24,Curling,0,1,0,1
DebbieKnox,38.0,Norway,2002,2002-02-24,Curling,1,0,0,1
KelleyLaw,30.0,Switzerland,2002,2002-02-24,Curling,0,1,0,1
FionaMacDonald,33.0,Switzerland,2002,2002-02-24,Curling,0,0,1,1
KevinMartin,29.0,Switzerland,2002,2002-02-24,Curling,0,1,0,1
RhonaMartin,28.0,Switzerland,2002,2002-02-24,Curling,0,0,1,1
MargaretMorton,33.0,Great Britain,2002,2002-02-24,Curling,1,0,0,1
DianeNelson,36.0,Canada,2002,2002-02-24,Curling,0,0,1,1
TorgerNergrd,27.0,Great Britain,2002,2002-02-24,Curling,1,0,0,1
CherylNoble,35.0,Canada,2002,2002-02-24,Curling,0,1,0,1
MirjamOtt,35.0,Great Britain,2002,2002-02-24,Curling,1,0,0,1
BentnundRamsfjell,34.0,Great Britain,2002,2002-02-24,Curling,1,0,0,1
MarcoRamstein,43.0,Canada,2002,2002-02-24,Curling,0,0,1,1
JaniceRankin,27.0,Norway,2002,2002-02-24,Curling,1,0,0,1
NadiaRthlisberger,45.0,Canada,2002,2002-02-24,Curling,0,0,1,1
CarterRycroft,30.0,Switzerland,2002,2002-02-24,Curling,0,1,0,1
AndiSchwaller,34.0,Norway,2002,2002-02-24,Curling,1,0,0,1
ChristofSchwaller,23.0,Switzerland,2002,2002-02-24,Curling,0,0,1,1
JulieSuttonSkinner,30.0,Great Britain,2002,2002-02-24,Curling,1,0,0,1
KenTralnberg,29.0,Switzerland,2002,2002-02-24,Curling,0,1,0,1
PlTrulsen,24.0,Canada,2002,2002-02-24,Curling,0,1,0,1
LarsVgberg,31.0,Switzerland,2002,2002-02-24,Curling,0,0,1,1
DonWalchuk,35.0,Switzerland,2002,2002-02-24,Curling,0,0,1,1
GeorginaWheatcroft,33.0,Canada,2002,2002-02-24,Curling,0,0,1,1
TobiasAngerer,45.0,Canada,2002,2002-02-24,Curling,0,1,0,1
LarsBerger,39.0,Norway,2002,2002-02-24,Curling,1,0,0,1
DarioCologna,34.0,Norway,2002,2002-02-24,Curling,1,0,0,1
MiriamGssner,38.0,Canada,2002,2002-02-24,Curling,0,1,0,1
OddBjrnHjelmeset,36.0,Canada,2002,2002-02-24,Curling,0,0,1,1
MartinJak,32.0,Germany,2010,2010-02-28,Cross Country Skiing,0,1,0,1
ThereseJohaug,30.0,Norway,2010,2010-02-28,Cross Country Skiing,0,1,0,1
IrinaKhazova,23.0,Switzerland,2010,2010-02-28,Cross Country Skiing,1,0,0,1
NataliyaKorostelyova,19.0,Germany,2010,2010-02-28,Cross Country Skiing,0,1,0,1
MartinKoukal,38.0,Norway,2010,2010-02-28,Cross Country Skiing,0,1,0,1
NikitaKryukov,23.0,Czech Republic,2010,2010-02-28,Cross Country Skiing,0,0,1,1
VirpiKuitunen,21.0,Norway,2010,2010-02-28,Cross Country Skiing,1,0,0,1
RiittaLiisaLassilaRoponen,25.0,Russia,2010,2010-02-28,Cross Country Skiing,0,0,1,1
JirMagl,28.0,Russia,2010,2010-02-28,Cross Country Skiing,0,0,1,1
PetraMajdic,31.0,Czech Republic,2010,2010-02-28,Cross Country Skiing,0,0,1,1
NikolayMorilov,24.0,Russia,2010,2010-02-28,Cross Country Skiing,1,0,0,1
PirjoMuranen,33.0,Finland,2010,2010-02-28,Cross Country Skiing,0,0,1,1
